"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test external connectivity and VIP with data-integrator hacluster.","790829","test_external_connectivity_vip_with_hacluster","tests.integration","Tue Jun 17 01:42:09 UTC 2025","passed","Tue Jun 17 01:55:19 UTC 2025","","test_hacluster","",""
"Ensure that mysqlrouter is externally accessible with TLS integration.","138776","test_tls_along_with_ha_cluster","tests.integration","Tue Jun 17 01:56:24 UTC 2025","passed","Tue Jun 17 01:58:43 UTC 2025","","test_hacluster","",""
"Ensure removal of VIP results in connection through data-integrator.","83381","test_remove_vip","tests.integration","Tue Jun 17 01:58:43 UTC 2025","passed","Tue Jun 17 02:00:07 UTC 2025","","test_hacluster","",""
"Test encryption when backend database is using TLS.","25605","test_connected_encryption","tests.integration","Tue Jun 17 01:42:23 UTC 2025","passed","Tue Jun 17 01:42:49 UTC 2025","","test_tls","",""
"","208431","test_ubuntu_pro","tests.integration","Tue Jun 17 01:41:07 UTC 2025","broken","Tue Jun 17 01:44:35 UTC 2025","","test_subordinate_charms","",""
"Test encryption when backend database is using TLS.","279601","test_build_deploy_and_relate","tests.integration","Tue Jun 17 01:37:43 UTC 2025","passed","Tue Jun 17 01:42:23 UTC 2025","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","0","test_upgrade_from_edge","tests.integration","Tue Jun 17 01:46:30 UTC 2025","skipped","Tue Jun 17 01:46:30 UTC 2025","","test_upgrade","",""
"Test the database relation.","394634","test_database_relation","tests.integration","Tue Jun 17 01:40:54 UTC 2025","passed","Tue Jun 17 01:47:29 UTC 2025","","test_database","",""
"Test the log rotation of mysqlrouter logs.","246459","test_log_rotation","tests.integration","Tue Jun 17 01:41:58 UTC 2025","passed","Tue Jun 17 01:46:04 UTC 2025","","test_log_rotation","",""
"Tries deploying an arm64 charm on amd64 host.","134168","test_arm_charm_on_amd_host","tests.integration","Tue Jun 17 01:32:42 UTC 2025","passed","Tue Jun 17 01:34:56 UTC 2025","","test_architecture","",""
"Test that exporter endpoint is functional.","237596","test_exporter_endpoint","tests.integration","Tue Jun 17 01:32:04 UTC 2025","passed","Tue Jun 17 01:36:02 UTC 2025","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    Furthermore, the previous test will refresh the charm till revision 102.
    This test will refresh the charm till the revision in src/snap.py, thus avoiding
    no-ops.
    ","0","test_fail_and_rollback","tests.integration","Tue Jun 17 01:46:30 UTC 2025","skipped","Tue Jun 17 01:46:30 UTC 2025","","test_upgrade","",""
"Test encryption when backend database is using TLS.","304197","test_external_connectivity_with_data_integrator","tests.integration","Tue Jun 17 01:42:03 UTC 2025","passed","Tue Jun 17 01:47:07 UTC 2025","","test_data_integrator","",""
"Tries deploying an amd64 charm on arm64 host.","0","test_amd_charm_on_arm_host","tests.integration","Tue Jun 17 01:34:56 UTC 2025","skipped","Tue Jun 17 01:34:56 UTC 2025","","test_architecture","",""
"Test the failover of the hacluster leader.","65002","test_hacluster_failover","tests.integration","Tue Jun 17 01:55:19 UTC 2025","passed","Tue Jun 17 01:56:24 UTC 2025","","test_hacluster","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","304447","test_deploy_edge","tests.integration","Tue Jun 17 01:41:26 UTC 2025","broken","Tue Jun 17 01:46:30 UTC 2025","","test_upgrade","",""
"","1964","test_landscape_client","tests.integration","Tue Jun 17 01:44:35 UTC 2025","broken","Tue Jun 17 01:44:37 UTC 2025","","test_subordinate_charms","",""
"Test that the exporter endpoint works when related with TLS","374953","test_exporter_endpoint","tests.integration","Tue Jun 17 01:41:13 UTC 2025","passed","Tue Jun 17 01:47:28 UTC 2025","","test_exporter_with_tls","",""
"Test data integrator along with TLS operator","24949","test_external_connectivity_with_data_integrator_and_tls","tests.integration","Tue Jun 17 01:47:07 UTC 2025","passed","Tue Jun 17 01:47:32 UTC 2025","","test_data_integrator","",""
